nasa_id,nombre,magnitud_absoluta,diametro_min_km,diametro_max_km,es_peligroso,fecha_aproximacion,velocidad_km_s,distancia_km,fecha_extraccion,diametro_promedio_km,fecha_procesamiento
2506491,506491 (2003 UW29),20.69,0.193443872,0.4325536477,True,2025-01-14,26.9373528737,17371524.962223362,2026-04-15 20:51:53.549242,0.31299875985,2026-04-15 15:56:41
3309857,(2005 YU128),25.26,0.0235806068,0.0527278398,False,2025-01-14,7.0328161372,7315337.907450606,2026-04-15 20:51:53.549272,0.0381542233,2026-04-15 15:56:41
3459429,(2009 JR),21.41,0.138852907,0.310484539,True,2025-01-14,9.7933235468,20426799.92997703,2026-04-15 20:51:53.549278,0.22466872300000001,2026-04-15 15:56:41
3690386,(2014 SD145),26.9,0.0110803882,0.0247765013,False,2025-01-14,6.6877944213,63564543.20062744,2026-04-15 20:51:53.549283,0.01792844475,2026-04-15 15:56:41
3724104,(2015 NS13),19.98,0.2682594171,0.5998462923,False,2025-01-14,11.5485581652,12016268.208482828,2026-04-15 20:51:53.549288,0.4340528547,2026-04-15 15:56:41
3843826,(2019 RP2),28.9,0.004411182,0.0098637028,False,2025-01-14,3.355938886,30555004.611110527,2026-04-15 20:51:53.549292,0.0071374424,2026-04-15 15:56:41
3892657,(2019 VJ2),26.1,0.0160160338,0.0358129403,False,2025-01-14,24.7105750439,72046112.14388156,2026-04-15 20:51:53.549296,0.025914487049999997,2026-04-15 15:56:41
54145465,(2021 JO6),24.75,0.0298232505,0.0666868155,False,2025-01-14,19.0565424016,63941052.15206874,2026-04-15 20:51:53.549300,0.048255032999999996,2026-04-15 15:56:41
54281973,(2022 LT),25.21,0.0241298697,0.0539560289,False,2025-01-14,7.0513345,66926880.183259755,2026-04-15 20:51:53.549304,0.039042949300000004,2026-04-15 15:56:41
54289714,(2022 NK),27.27,0.0093444765,0.0208948847,False,2025-01-14,22.9136403845,69697730.5999787,2026-04-15 20:51:53.549308,0.015119680600000001,2026-04-15 15:56:41
54510159,(2024 YD6),24.62,0.0316632126,0.0708010957,False,2025-01-14,7.8893429873,15073459.554870768,2026-04-15 20:51:53.549313,0.05123215415,2026-04-15 15:56:41
54511085,(2024 YO7),25.11,0.0252670754,0.0564988982,False,2025-01-14,6.6190536067,14088267.283646436,2026-04-15 20:51:53.549317,0.0408829868,2026-04-15 15:56:41
54510154,(2024 YX5),25.75,0.0188171989,0.042076536,False,2025-01-14,10.6254505459,4462631.336053547,2026-04-15 20:51:53.549321,0.030446867449999998,2026-04-15 15:56:41
54514034,(2025 AS),24.4,0.0350392641,0.0783501764,False,2025-01-14,9.24001285,6177886.150842808,2026-04-15 20:51:53.549325,0.05669472025,2026-04-15 15:56:41
54517681,(2025 BL6),22.56,0.0817626533,0.1828268509,False,2025-01-14,19.9776295852,14446569.725515127,2026-04-15 20:51:53.549330,0.1322947521,2026-04-15 15:56:41
54516459,(2025 BA1),27.59,0.0080640828,0.0180318372,False,2025-01-14,13.4611357539,274971.252192391,2026-04-15 20:51:53.549334,0.01304796,2026-04-15 15:56:41
54517722,(2025 BU6),24.68,0.0308003021,0.0688715693,False,2025-01-14,8.6695399384,4502777.25588909,2026-04-15 20:51:53.549338,0.0498359357,2026-04-15 15:56:41
2803401,803401 (2015 NS13),19.98,0.2682594171,0.5998462923,False,2025-01-14,11.5485581742,12016268.44783942,2026-04-15 20:51:53.549342,0.4340528547,2026-04-15 15:56:41
54576077,(2026 AW2),24.32,0.0363542322,0.0812905344,False,2025-01-14,12.6480939606,11700950.680027602,2026-04-15 20:51:53.549347,0.0588223833,2026-04-15 15:56:41
3102771,(2002 AL31),24.5,0.0334622374,0.0748238376,False,2025-01-13,11.5990472098,21591690.62870449,2026-04-15 20:51:53.549352,0.0541430375,2026-04-15 15:56:41
3360486,(2006 WE4),18.9,0.4411182,0.9863702813,False,2025-01-13,17.6015523752,41747245.57999381,2026-04-15 20:51:53.549357,0.7137442406500001,2026-04-15 15:56:41
3645650,(2013 PZ38),24.0,0.0421264611,0.0941976306,False,2025-01-13,7.1157932928,53567479.52788589,2026-04-15 20:51:53.549361,0.06816204584999999,2026-04-15 15:56:41
3792468,(2017 YH),18.12,0.6317641482,1.4126675811,False,2025-01-13,12.0498524043,33497847.803687,2026-04-15 20:51:53.549365,1.0222158646500001,2026-04-15 15:56:41
3797753,(2018 BV1),24.3,0.0366906138,0.0820427065,False,2025-01-13,19.8822867801,73699997.43942049,2026-04-15 20:51:53.549369,0.05936666015,2026-04-15 15:56:41
3986841,(2020 BK3),26.9,0.0110803882,0.0247765013,False,2025-01-13,8.176692998,13359180.581947304,2026-04-15 20:51:53.549373,0.01792844475,2026-04-15 15:56:41
54100624,(2020 YH),21.98,0.1067959975,0.2388031102,False,2025-01-13,26.606267717,74778569.0002946,2026-04-15 20:51:53.549378,0.17279955385,2026-04-15 15:56:41
54104721,(2021 AC2),27.89,0.0070235225,0.0157050737,False,2025-01-13,18.9277637098,58199644.9838437,2026-04-15 20:51:53.549383,0.0113642981,2026-04-15 15:56:41
54110077,(2021 CR1),25.1,0.0253837029,0.0567596853,False,2025-01-13,11.4323563883,44276604.47855021,2026-04-15 20:51:53.549387,0.0410716941,2026-04-15 15:56:41
54239836,(2022 BB1),25.11,0.0252670754,0.0564988982,False,2025-01-13,26.4371401615,51192538.27342472,2026-04-15 20:51:53.549391,0.0408829868,2026-04-15 15:56:41
